 Teste1 Media Melhor 
MelhorApt1 14,9704 14,9704 14,9704 
MelhorApt2 14,9704 14,9704 14,9704 
MelhorApt3 -10,6181 -10,6181 -10,6181 
MelhorApt4 -10,6181 -10,6181 -10,6181 
MelhorApt5 -2,8747 -2,8747 -2,8747 
MelhorApt6 -2,8747 -2,8747 -2,8747 
MelhorApt7 -16,8136 -16,8136 -16,8136 
MelhorApt8 -16,8136 -16,8136 -16,8136 
MelhorApt9 -16,8136 -16,8136 -16,8136 
MelhorApt10 -16,8136 -16,8136 -16,8136 
